business_id,cn_pop_sqmi,nn_count,nn_percent_rest,nn_all_percent_open,nn_max_cat_sim,nn_min_cat_sim,nn_avg_stars,nn_max_stars,nn_min_stars,nn_avg_review_count,nn_max_review_count,nn_min_review_count,nn_rest_avg_stars,nn_rest_max_stars,nn_rest_min_stars,nn_rest_avg_review_count,nn_rest_max_review_count,nn_rest_min_review_count,nn_weighted_avg_stars,nn_weighted_avg_review_count,nn_rest_percent_open,nn_mean_cat_sim,cn_opyear_emp,cn_opyear_qp1,cn_opyear_ap,cn_opyear_est,cn_opyear_zip_est,cn_opyear_diff_emp,cn_opyear_diff_qp1,cn_opyear_diff_ap,cn_opyear_diff_est,cn_opyear_diff_zip_est
zqQ9yqNh0EtCIXATGlBS0A,5814.04,141,43,60,1,0,3.4680851063829787,5.0,1.5,199.9787234042553,2175,3,3.419354838709677,4.5,1.5,285.66129032258067,2087,3,3.333333333333333,226.22222222222226,54,0.14516129032258066,77634,363239,1561994,3632,57.0,0.06960556844547564,4.215213443237211,6.720332214428071,-0.7921332969134116,5.555555555555555
lQ9VmIWvM6v-rONPkYX8aQ,5814.04,95,53,62,2,0,3.621052631578948,4.5,1.5,563.1894736842105,4240,3,3.5294117647058822,4.5,1.5,703.6470588235294,4240,4,3.807692307692308,865.2307692307692,62,0.2549019607843137,75911,320917,1324272,3493,48.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,433.3333333333333
V4E09shHwjNdiclExeiYLg,5814.04,452,34,69,1,0,3.538716814159292,5.0,1.0,195.25884955752213,4240,3,3.3161290322580643,5.0,1.5,350.0387096774194,4240,3,3.4642857142857144,258.42857142857144,63,0.18064516129032254,80733,395225,1632905,3777,66.0,3.9918077131153877,8.805772507908017,4.539774160464124,3.9922907488986783,15.789473684210526
zf1h0aVL8-Jl91F-mDxZEg,5814.04,573,32,70,2,0,3.5549738219895284,5.0,1.0,179.05061082024434,4240,3,3.3475935828877006,5.0,1.0,348.58288770053474,4240,3,3.5754716981132075,858.1509433962265,62,0.2834224598930481,88030,452243,1867953,3904,71.0,9.038435336231776,14.426718957555822,14.394468753540469,3.3624569764363255,7.575757575757576
LH-DYCy9v3kM4JRtpcquxw,5814.04,73,38,39,2,0,3.4726027397260277,5.0,1.0,105.35616438356165,1306,3,3.678571428571429,5.0,2.5,166.67857142857142,1306,3,3.4,181.2,35,0.17857142857142858,76479,331289,1369444,3630,51.0,-6.665771713794072,-3.6379131810724963,-2.440894004233077,-1.2244897959183674,-5.555555555555555
OMbjJPku6q8dmkgpXC7vtQ,5814.04,16,56,68,1,0,3.625,4.5,2.5,706.4375,2175,6,3.7777777777777777,4.5,3.0,850.1111111111112,2087,165,4.25,373.0,77,0.2222222222222222,73202,281868,1189160,3213,9.0,11.227265129989515,16.946515477775982,14.183329364500196,8.804605485946496,12.5
uKlkVuZ5F8QoGbgVQKqH1A,5814.04,145,39,58,3,0,3.4517241379310346,5.0,1.5,166.75172413793103,2175,3,3.3421052631578947,4.5,1.5,244.0,1440,3,3.6176470588235294,345.94117647058823,52,0.5964912280701754,80733,395225,1632905,3777,66.0,3.9918077131153877,8.805772507908017,4.539774160464124,3.9922907488986783,15.789473684210526
Q7m8G4579-XYKV3LMW8V7g,5814.04,53,58,58,3,0,3.452830188679245,4.5,2.0,314.5471698113208,2175,3,3.4354838709677415,4.5,2.0,346.0645161290323,1440,3,3.7692307692307687,397.5384615384616,51,0.41935483870967744,75911,320917,1324272,3493,48.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,433.3333333333333
PpD_gfjcw5nsjRmFeAR3_Q,5814.04,15,53,66,1,0,3.2,4.5,1.5,325.53333333333336,3975,3,3.3125,4.0,1.5,549.75,3975,3,3.5,64.0,50,0.375,75911,320917,1324272,3493,48.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,433.3333333333333
p6cPotjmAeI-o66BcKIoLQ,5814.04,17,58,29,1,0,3.6176470588235294,4.5,2.0,232.88235294117646,1306,5,3.9,4.5,3.5,261.7,1306,5,3.75,22.5,10,0.2,75911,320917,1324272,3493,48.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,433.3333333333333
N8D-5-fW7EkBdKjNYGhu0A,5814.04,278,38,67,1,0,3.5881294964028783,5.0,1.5,312.0755395683453,4240,3,3.486111111111111,5.0,1.5,499.8981481481482,4240,3,3.6304347826086962,384.39130434782606,62,0.21296296296296294,76479,331289,1369444,3630,51.0,-6.665771713794072,-3.6379131810724963,-2.440894004233077,-1.2244897959183674,-5.555555555555555
M1-aQ3XIMoAQeCUS0xQ4Mw,5814.04,195,31,56,1,0,3.2025641025641027,5.0,1.0,49.26666666666666,1850,3,3.2580645161290325,5.0,1.5,86.46774193548387,1850,3,3.0294117647058822,59.411764705882355,50,0.27419354838709675,80733,395225,1632905,3777,66.0,3.9918077131153877,8.805772507908017,4.539774160464124,3.9922907488986783,15.789473684210526
a2fqQVxtFGc-bjKQ3BXItA,5814.04,39,43,35,0,0,3.602564102564102,4.5,2.0,174.33333333333337,1306,3,3.852941176470588,4.5,3.0,250.2352941176471,1306,3,-1.0,-1.0,29,0.0,75911,320917,1324272,3493,48.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,433.3333333333333
bXISj8RpXaAilaPLtJuzKg,5814.04,136,29,47,0,0,3.3713235294117645,5.0,1.0,87.02941176470587,1519,3,3.425,5.0,1.5,139.65,932,3,-1.0,-1.0,35,0.0,80733,395225,1632905,3777,66.0,3.9918077131153877,8.805772507908017,4.539774160464124,3.9922907488986783,15.789473684210526
4uISbaUPJLVECBHIi3tpxA,5814.04,276,39,65,1,0,3.5869565217391304,5.0,1.5,310.92391304347825,4240,3,3.4541284403669725,5.0,1.5,505.98165137614683,4240,3,3.5,810.0833333333335,59,0.11009174311926606,76479,331289,1369444,3630,51.0,-6.665771713794072,-3.6379131810724963,-2.440894004233077,-1.2244897959183674,-5.555555555555555
usYgG3D5SLGym90zTFG7QA,5814.04,43,44,32,1,0,3.63953488372093,5.0,2.0,155.1860465116279,1306,3,3.8157894736842106,4.5,3.0,226.68421052631575,1306,3,3.0,49.0,26,0.05263157894736842,81941,343796,1403707,3675,54.0,7.94351279788173,7.129257720843707,5.998390058839876,5.210420841683367,12.5
bHFBYlFZfJSJ7_Irns2KZw,5814.04,183,27,61,2,0,3.2486338797814214,5.0,1.0,37.26229508196721,315,3,3.28,5.0,2.0,56.94,285,3,3.25,101.875,54,0.32,88030,452243,1867953,3904,71.0,9.038435336231776,14.426718957555822,14.394468753540469,3.3624569764363255,7.575757575757576
IsLsucY9T2RKWekUzDYiWg,5814.04,173,21,61,1,0,3.260115606936416,5.0,1.0,29.601156069364162,315,3,3.216216216216216,5.0,2.0,37.054054054054056,188,3,3.5,27.6,43,0.13513513513513514,88030,452243,1867953,3904,71.0,9.038435336231776,14.426718957555822,14.394468753540469,3.3624569764363255,7.575757575757576
S6GcR_UsJhVkNoypqfx7Lw,5814.04,133,35,50,1,0,3.281954887218045,5.0,1.0,72.66917293233081,1306,3,3.3617021276595747,5.0,1.5,115.44680851063828,1306,3,3.136363636363636,95.1818181818182,53,0.23404255319148934,77634,363239,1561994,3632,57.0,0.06960556844547564,4.215213443237211,6.720332214428071,-0.7921332969134116,5.555555555555555
EGGdngbmVn-MA7i-6qrprw,5814.04,10,30,60,0,0,3.6,4.5,2.0,422.5,1338,29,4.333333333333333,4.5,4.0,891.0,1338,29,-1.0,-1.0,33,0.0,73202,281868,1189160,3213,9.0,11.227265129989515,16.946515477775982,14.183329364500196,8.804605485946496,12.5
vQWVP7MtpgXFwUMvxCj9Tw,5814.04,91,59,59,1,0,3.412087912087912,5.0,1.5,589.1758241758242,7968,3,3.4722222222222223,5.0,1.5,683.6296296296298,7968,6,2.833333333333333,432.66666666666674,57,0.05555555555555555,75911,320917,1324272,3493,48.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,433.3333333333333
RNi6tW22UMgHwWLAb0mYdA,5814.04,42,69,50,2,0,3.345238095238096,4.5,1.5,655.047619047619,3241,4,3.4482758620689653,4.5,1.5,534.6206896551723,2246,9,3.727272727272727,572.1818181818181,48,0.3793103448275862,73202,281868,1189160,3213,9.0,11.227265129989515,16.946515477775982,14.183329364500196,8.804605485946496,12.5
eefMnLfjlc3I166DyNZjXA,5814.04,138,52,62,1,0,3.4347826086956523,5.0,1.5,332.72463768115944,2818,3,3.410958904109589,4.5,1.5,398.93150684931504,2246,3,3.1666666666666665,379.5555555555555,56,0.1232876712328767,81941,343796,1403707,3675,54.0,7.94351279788173,7.129257720843707,5.998390058839876,5.210420841683367,12.5
ZxR9HNk0b7ZIq8kMiDEIDw,5814.04,17,58,58,2,0,3.6176470588235294,4.5,2.5,543.6470588235294,2175,6,3.75,4.5,3.0,559.0,1440,13,3.7142857142857135,489.0,60,0.7,73202,281868,1189160,3213,9.0,11.227265129989515,16.946515477775982,14.183329364500196,8.804605485946496,12.5
UcgCSTCtPv1GeW5bKsEdag,5814.04,58,32,55,2,0,3.2758620689655173,5.0,1.5,215.93103448275863,2175,3,3.3684210526315788,4.5,2.0,305.0,1440,3,2.875,101.75,52,0.21052631578947367,76479,331289,1369444,3630,51.0,-6.665771713794072,-3.6379131810724963,-2.440894004233077,-1.2244897959183674,-5.555555555555555
Yp9w4nhUowBU_IS_StFXbQ,5814.04,116,51,62,2,0,3.646551724137931,4.5,2.0,522.8879310344828,4240,3,3.566666666666667,4.5,2.5,664.8166666666667,4240,4,3.861111111111111,749.8333333333335,60,0.3,75911,320917,1324272,3493,48.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,433.3333333333333
ruwtUF73lYV-Yjul5AS26A,5814.04,198,25,62,1,0,3.303030303030303,5.0,1.0,42.78282828282829,733,3,3.39,5.0,2.0,70.18,733,3,3.5,17.0,48,0.08,89310,429714,1830119,4020,67.0,1.4540497557650802,-4.9816138668813,-2.0254256932588777,2.971311475409836,-5.633802816901409
qmh6zxtJ8C8-YiUPv7ySlw,5814.04,40,55,55,1,0,3.625,4.5,1.5,810.775,3743,4,3.613636363636364,4.5,1.5,814.1818181818181,3743,9,4.0,3743.0,54,0.045454545454545456,73202,281868,1189160,3213,9.0,11.227265129989515,16.946515477775982,14.183329364500196,8.804605485946496,12.5
x5m_Cux8UoFlVtqxzUa99Q,5814.04,131,50,63,2,0,3.610687022900764,4.5,2.0,467.30534351145036,4240,3,3.5303030303030303,4.5,2.5,625.1666666666666,4240,4,3.515151515151515,914.9090909090908,62,0.5,75911,320917,1324272,3493,48.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,433.3333333333333
5wJrvgv_MUB-BW6DDvfl3g,5814.04,89,22,69,1,0,3.2022471910112364,5.0,1.0,26.0,271,3,3.15,4.5,2.0,40.4,188,3,2.5,93.0,55,0.1,80733,395225,1632905,3777,66.0,3.9918077131153877,8.805772507908017,4.539774160464124,3.9922907488986783,15.789473684210526
pCunE3wX3W7LUQHcr17Hxw,5814.04,168,43,62,3,0,3.5059523809523814,5.0,1.5,193.85119047619045,2175,3,3.410958904109589,4.5,1.5,295.1369863013698,2087,3,3.607843137254902,476.9607843137255,57,0.6986301369863014,80733,395225,1632905,3777,66.0,3.9918077131153877,8.805772507908017,4.539774160464124,3.9922907488986783,15.789473684210526
IRbgMt0cVuzK1KSppU16_Q,5814.04,573,32,70,3,0,3.5741710296684124,5.0,1.0,195.09947643979058,4240,3,3.3670212765957452,5.0,1.5,379.781914893617,4240,3,3.5526315789473686,792.3815789473683,62,0.40425531914893614,80733,395225,1632905,3777,66.0,3.9918077131153877,8.805772507908017,4.539774160464124,3.9922907488986783,15.789473684210526
f_eiOrEcMnkHB7GvQVOHkQ,5814.04,44,54,54,2,0,3.6818181818181817,4.5,2.5,849.5681818181819,4240,4,3.7083333333333335,4.5,3.0,948.2083333333335,4240,9,3.9166666666666665,1600.5,54,0.25,73202,281868,1189160,3213,9.0,11.227265129989515,16.946515477775982,14.183329364500196,8.804605485946496,12.5
4KmrrhtfnngTVFa2d5LAjg,5814.04,528,32,70,1,0,3.558712121212121,5.0,1.0,195.8011363636364,4240,3,3.3505747126436782,5.0,1.5,380.94252873563215,4240,3,3.4230769230769234,424.3846153846154,62,0.14942528735632185,80733,395225,1632905,3777,66.0,3.9918077131153877,8.805772507908017,4.539774160464124,3.9922907488986783,15.789473684210526
2weQS-RnoOBhb1KsHKyoSQ,5814.04,43,55,51,0,0,3.6279069767441863,4.5,1.5,768.8372093023256,3743,4,3.625,4.5,1.5,772.0,3743,9,-1.0,-1.0,50,0.0,73202,281868,1189160,3213,9.0,11.227265129989515,16.946515477775982,14.183329364500196,8.804605485946496,12.5
OFw59czUoeeosFMKfRawmg,5814.04,33,69,60,4,0,3.651515151515152,4.5,2.0,512.2121212121212,2175,4,3.717391304347826,4.5,2.0,563.4347826086956,2087,9,3.8461538461538463,882.7692307692308,56,0.5652173913043478,75911,320917,1324272,3493,48.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,433.3333333333333
SwAZBCyFtVo_8vkRbJhdkA,5814.04,170,42,62,3,0,3.4882352941176467,5.0,1.5,186.3470588235294,2175,3,3.3972602739726026,4.5,1.5,282.97260273972597,2087,3,3.520833333333333,372.8125,57,0.6575342465753424,80733,395225,1632905,3777,66.0,3.9918077131153877,8.805772507908017,4.539774160464124,3.9922907488986783,15.789473684210526
paXy0JJM_4LgRyWtqIjxQw,5814.04,36,52,52,0,0,3.4722222222222223,4.5,2.0,356.33333333333326,2175,4,3.5526315789473686,4.5,2.0,406.7894736842105,1440,9,-1.0,-1.0,47,0.0,75911,320917,1324272,3493,48.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,433.3333333333333
6ANVuBMmpkXpFd5Hzkn4_Q,5814.04,40,50,55,1,0,3.65,4.5,2.5,869.95,3743,4,3.725,4.5,3.0,868.95,3743,9,3.75,1070.5,55,0.1,73202,281868,1189160,3213,9.0,11.227265129989515,16.946515477775982,14.183329364500196,8.804605485946496,12.5
Do4n_yK_K6DmR9_Es5qwlA,5814.04,47,55,55,3,0,3.6063829787234036,4.5,1.5,815.8510638297873,4240,4,3.6346153846153846,4.5,1.5,902.4615384615383,4240,9,3.8,1672.9,53,0.38461538461538464,73202,281868,1189160,3213,9.0,11.227265129989515,16.946515477775982,14.183329364500196,8.804605485946496,12.5
EZQESVzkOPs7LwCHVC3Szg,5814.04,528,34,69,1,0,3.560606060606061,5.0,1.0,220.7632575757576,4240,3,3.3646408839779007,5.0,1.5,395.9834254143648,4240,3,3.571428571428572,539.5714285714286,59,0.03867403314917127,80733,395225,1632905,3777,66.0,3.9918077131153877,8.805772507908017,4.539774160464124,3.9922907488986783,15.789473684210526
e0JOkQYz_cnz91k6X55PLw,5814.04,247,37,68,1,0,3.5789473684210527,5.0,1.5,310.31174089068827,4240,3,3.483695652173913,5.0,1.5,521.3478260869565,4240,3,3.4722222222222223,523.3888888888888,68,0.1956521739130435,76479,331289,1369444,3630,51.0,-6.665771713794072,-3.6379131810724963,-2.440894004233077,-1.2244897959183674,-5.555555555555555
Wfl_ch21ojyHsPnkvvnstw,5814.04,6,33,83,1,0,3.6666666666666665,4.5,3.0,832.5,2175,197,3.5,3.5,3.5,922.0,998,846,3.5,846.0,100,0.5,65813,241023,1041448,2953,8.0,10.828014751696614,10.2504871600172,12.74645234208213,6.146657081236521,-94.05348546793307
l3EkLGreTXChG0TQHyo2ow,5814.04,27,33,66,1,0,3.388888888888889,5.0,2.0,48.481481481481474,260,3,3.6666666666666665,4.5,3.0,53.88888888888889,174,3,3.333333333333333,43.0,66,0.3333333333333333,77634,363239,1561994,3632,57.0,0.06960556844547564,4.215213443237211,6.720332214428071,-0.7921332969134116,5.555555555555555
CXxJkD62XtDrt3pRYNDspg,5814.04,41,56,56,2,0,3.475609756097561,4.5,2.0,327.8780487804878,2175,3,3.4782608695652173,4.5,2.0,346.86956521739125,1440,3,3.7857142857142856,322.2857142857143,47,0.3043478260869565,75911,320917,1324272,3493,48.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,433.3333333333333
8w2Mzdz-JKy3qOpndK1Wqw,5814.04,104,37,50,2,0,3.3509615384615383,5.0,1.0,50.615384615384606,315,3,3.358974358974359,5.0,2.0,63.07692307692307,285,3,3.1666666666666665,66.33333333333333,56,0.2307692307692308,77634,363239,1561994,3632,57.0,0.06960556844547564,4.215213443237211,6.720332214428071,-0.7921332969134116,5.555555555555555
YV9GVfmDSDM7HSV0jVdTOA,3377.78,33,57,54,1,0,3.696969696969697,5.0,1.5,89.78787878787878,765,3,3.5526315789473686,5.0,1.5,91.63157894736842,765,3,3.555555555555556,116.0,36,0.4736842105263158,81941,343796,1403707,3675,46.0,7.94351279788173,7.129257720843707,5.998390058839876,5.210420841683367,-4.166666666666666
avBS62WEvwWyoDWBXAlxmg,3377.78,43,41,62,2,0,3.4883720930232562,5.0,2.5,68.16279069767442,765,3,3.4722222222222223,4.5,2.5,99.72222222222223,765,3,3.5,81.28571428571429,72,0.3888888888888889,77580,348547,1463633,3661,42.0,1.4396108735731379,5.20934893703081,6.877900812300466,0.8539944903581268,-10.638297872340425
t3AWGr757V4Fvcun6sDsuw,3377.78,11,36,81,0,0,3.636363636363636,4.5,2.5,111.0909090909091,472,21,3.625,4.0,3.0,220.0,472,82,-1.0,-1.0,75,0.0,81941,343796,1403707,3675,46.0,7.94351279788173,7.129257720843707,5.998390058839876,5.210420841683367,-4.166666666666666
fHo_ycJ1OQ_H7DyctJhr6A,3377.78,30,26,83,1,0,3.5,5.0,2.0,77.3,1410,3,3.5625,4.5,2.5,224.25,1410,23,4.25,752.5,75,0.25,77580,348547,1463633,3661,42.0,1.4396108735731379,5.20934893703081,6.877900812300466,0.8539944903581268,-10.638297872340425
cZf3Cosu-Aw3D3uVtY9quA,3377.78,51,52,58,1,0,3.627450980392157,5.0,1.5,85.25490196078431,765,3,3.537037037037037,5.0,1.5,103.29629629629628,765,3,3.25,37.833333333333336,44,0.2222222222222222,77580,348547,1463633,3661,42.0,1.4396108735731379,5.20934893703081,6.877900812300466,0.8539944903581268,-10.638297872340425
Ei21gZXbsXbJlWL0QxLVzA,3377.78,59,35,69,1,0,3.5338983050847457,5.0,1.0,55.033898305084755,765,3,3.452380952380953,4.5,1.5,87.4761904761905,765,3,3.571428571428572,148.57142857142858,71,0.3333333333333333,77634,363239,1561994,3632,44.0,0.06960556844547564,4.215213443237211,6.720332214428071,-0.7921332969134116,4.761904761904762
p7Y09Xv3wDUyROO00UhzNQ,3377.78,54,53,66,1,0,3.583333333333333,5.0,1.5,88.0925925925926,765,3,3.4827586206896552,5.0,1.5,109.24137931034485,765,3,4.5,765.0,58,0.03448275862068965,77580,348547,1463633,3661,42.0,1.4396108735731379,5.20934893703081,6.877900812300466,0.8539944903581268,-10.638297872340425
qov0ZyFFLCIKM-9ewBqPjw,3377.78,36,22,83,2,0,3.6527777777777777,5.0,1.0,52.58333333333334,472,3,3.5,4.5,2.0,139.0,472,23,3.5,131.5,100,0.5,77634,363239,1561994,3632,44.0,0.06960556844547564,4.215213443237211,6.720332214428071,-0.7921332969134116,4.761904761904762
0G1y7uV7w1D2uziS4Lt_Dw,3377.78,14,42,50,0,0,3.7857142857142856,5.0,2.5,125.5,765,3,4.083333333333333,5.0,3.0,180.5,765,3,-1.0,-1.0,50,0.0,75911,320917,1324272,3493,48.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,6.666666666666667
6qP6R78nlAGSahx78DayHQ,3377.78,16,43,68,1,0,3.6875,5.0,2.0,208.6875,1410,3,3.928571428571429,4.5,3.5,410.8571428571428,1410,3,4.0,12.0,57,0.14285714285714285,76479,331289,1369444,3630,47.0,-6.665771713794072,-3.6379131810724963,-2.440894004233077,-1.2244897959183674,2.1739130434782608
w2LGE0kHQQv6v0LmJtcfhw,3377.78,9,44,77,0,0,3.8333333333333335,5.0,3.0,74.66666666666667,243,7,3.375,4.0,3.0,63.75,95,38,-1.0,-1.0,50,0.0,81941,343796,1403707,3675,46.0,7.94351279788173,7.129257720843707,5.998390058839876,5.210420841683367,-4.166666666666666
oJX6NTUC98eGAQX4Da097A,3377.78,54,20,75,1,0,3.7777777777777777,5.0,1.0,28.703703703703702,417,3,3.6818181818181817,5.0,2.0,44.09090909090909,209,3,3.5,7.5,63,0.18181818181818185,89310,429714,1830119,4020,43.0,1.4540497557650802,-4.9816138668813,-2.0254256932588777,2.971311475409836,4.878048780487805
cPWbolWE6ip5SupmfH-nBQ,3377.78,117,29,73,1,0,3.52991452991453,5.0,1.0,46.32478632478632,765,3,3.414285714285714,5.0,1.5,84.51428571428572,765,3,3.0,221.25,62,0.11428571428571427,88030,452243,1867953,3904,41.0,9.038435336231776,14.426718957555822,14.394468753540469,3.3624569764363255,-2.380952380952381
BozDqucrH17LmBsmfOwWkA,3377.78,13,38,61,1,0,3.692307692307693,4.5,2.5,138.69230769230768,765,3,3.9,4.5,3.0,225.8,765,22,4.5,147.0,80,0.2,75911,320917,1324272,3493,48.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,6.666666666666667
ahbDELrW7CqFbOVePbF5-Q,3377.78,32,53,53,1,0,3.6875,5.0,1.5,95.625,765,3,3.5882352941176467,5.0,1.5,104.05882352941177,765,3,1.5,12.0,41,0.05882352941176471,81941,343796,1403707,3675,46.0,7.94351279788173,7.129257720843707,5.998390058839876,5.210420841683367,-4.166666666666666
Jl6_g-pZD5aQGg2y87myeQ,3377.78,20,40,80,0,0,3.725,5.0,2.0,114.1,1045,3,3.6875,4.5,3.0,223.5,1045,3,-1.0,-1.0,75,0.0,76479,331289,1369444,3630,47.0,-6.665771713794072,-3.6379131810724963,-2.440894004233077,-1.2244897959183674,2.1739130434782608
9qcTpWYxrZrN13p1zAP6dA,3377.78,14,28,71,0,0,3.7857142857142856,5.0,2.0,55.14285714285714,243,3,3.625,4.0,3.0,54.5,95,3,-1.0,-1.0,25,0.0,81941,343796,1403707,3675,46.0,7.94351279788173,7.129257720843707,5.998390058839876,5.210420841683367,-4.166666666666666
TrN8HBHBL4-Tu7cXMDoopQ,3377.78,7,57,57,0,0,4.0,4.5,3.0,29.42857142857143,95,3,3.625,4.0,3.0,47.25,95,3,-1.0,-1.0,75,0.0,81941,343796,1403707,3675,46.0,7.94351279788173,7.129257720843707,5.998390058839876,5.210420841683367,-4.166666666666666
jWHr_b19C1SjRvfI9jbdmQ,3377.78,69,47,65,1,0,3.5869565217391304,5.0,1.0,74.89855072463769,765,3,3.4696969696969697,5.0,1.5,98.87878787878788,765,3,3.2857142857142856,35.285714285714285,48,0.21212121212121213,77580,348547,1463633,3661,42.0,1.4396108735731379,5.20934893703081,6.877900812300466,0.8539944903581268,-10.638297872340425
9UZbY3FxhpNZ8sVWcYON6A,3377.78,62,50,62,1,0,3.60483870967742,5.0,1.0,78.2741935483871,765,3,3.467741935483871,5.0,1.5,100.90322580645163,765,3,3.0,180.57142857142856,48,0.2258064516129032,77580,348547,1463633,3661,42.0,1.4396108735731379,5.20934893703081,6.877900812300466,0.8539944903581268,-10.638297872340425
HKSyA7YZplj9i_vIdtwyzg,3377.78,105,31,72,2,0,3.4952380952380957,5.0,1.0,48.15238095238095,765,3,3.4393939393939394,5.0,1.5,88.06060606060606,765,3,3.2857142857142856,53.78571428571429,63,0.42424242424242425,88030,452243,1867953,3904,41.0,9.038435336231776,14.426718957555822,14.394468753540469,3.3624569764363255,-2.380952380952381
Xl70366GI5Qao-ORQYCofA,3377.78,31,51,51,1,0,3.693548387096774,5.0,1.5,96.38709677419355,765,3,3.59375,5.0,1.5,106.0625,765,3,4.5,765.0,37,0.0625,81941,343796,1403707,3675,46.0,7.94351279788173,7.129257720843707,5.998390058839876,5.210420841683367,-4.166666666666666
DcF162waTQvZd-G0G_J4wQ,3377.78,63,42,65,1,0,3.611111111111111,5.0,1.5,53.84126984126985,765,3,3.5,5.0,1.5,76.4074074074074,765,3,3.0,17.833333333333332,59,0.2222222222222222,77634,363239,1561994,3632,44.0,0.06960556844547564,4.215213443237211,6.720332214428071,-0.7921332969134116,4.761904761904762
Wyjk6RBeOPQr7td5Tqwksw,3377.78,124,33,72,3,0,3.4556451612903225,5.0,1.0,55.233870967741936,843,3,3.365853658536585,5.0,1.5,109.46341463414636,843,3,3.5,246.0,56,0.14634146341463414,88030,452243,1867953,3904,41.0,9.038435336231776,14.426718957555822,14.394468753540469,3.3624569764363255,-2.380952380952381
DpxYFBHeje5UU-m2i6_KTg,3377.78,3,33,66,0,0,3.5,4.0,3.0,19.666666666666668,36,5,4.0,4.0,4.0,18.0,18,18,-1.0,-1.0,0,0.0,81941,343796,1403707,3675,46.0,7.94351279788173,7.129257720843707,5.998390058839876,5.210420841683367,-4.166666666666666
SknYYIK1rBNgYqNl4tYUPA,3377.78,31,48,83,1,0,3.419354838709677,5.0,2.0,65.2258064516129,369,3,3.066666666666667,4.0,2.0,100.33333333333331,369,3,2.75,6.5,73,0.13333333333333333,77634,363239,1561994,3632,44.0,0.06960556844547564,4.215213443237211,6.720332214428071,-0.7921332969134116,4.761904761904762
QDF7w0casJ78PcPmtMDISw,3377.78,19,42,57,0,0,3.5263157894736836,4.5,2.5,108.68421052631581,765,3,3.625,4.5,2.5,162.75,765,3,-1.0,-1.0,62,0.0,75911,320917,1324272,3493,48.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,6.666666666666667
DsAZ2gzuGK9_wKzMiGqIjw,3377.78,38,42,60,0,0,3.4473684210526314,5.0,2.5,54.0,390,3,3.40625,4.5,2.5,61.3125,196,3,-1.0,-1.0,68,0.0,77580,348547,1463633,3661,42.0,1.4396108735731379,5.20934893703081,6.877900812300466,0.8539944903581268,-10.638297872340425
GY5v_jZFuFGRyqqY4xEN7g,3377.78,3,33,100,0,0,4.166666666666667,4.5,4.0,224.33333333333331,390,136,4.5,4.5,4.5,147.0,147,147,-1.0,-1.0,100,0.0,73202,281868,1189160,3213,45.0,11.227265129989515,16.946515477775982,14.183329364500196,8.804605485946496,18.421052631578945
uEMrBEw8En3yEzquXqeEuw,3377.78,35,51,62,1,0,3.6142857142857134,5.0,1.5,88.7142857142857,765,3,3.4722222222222223,5.0,1.5,96.66666666666669,765,3,2.75,7.5,55,0.1111111111111111,81941,343796,1403707,3675,46.0,7.94351279788173,7.129257720843707,5.998390058839876,5.210420841683367,-4.166666666666666
Kvm-YTwOrexgqxZ25CRi-w,3377.78,21,38,66,1,0,3.738095238095238,5.0,3.0,117.28571428571428,765,3,3.8125,5.0,3.0,160.0,765,3,3.25,86.5,62,0.25,75911,320917,1324272,3493,48.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,6.666666666666667
QuZ_QZbW6Th-SouyQyCJ2A,3377.78,23,47,60,1,0,3.739130434782609,5.0,1.5,108.1304347826087,765,3,3.636363636363636,5.0,1.5,125.0909090909091,765,3,3.25,26.0,45,0.18181818181818185,81941,343796,1403707,3675,46.0,7.94351279788173,7.129257720843707,5.998390058839876,5.210420841683367,-4.166666666666666
jkCkdlxISVraP-tnTsgOvw,3377.78,37,43,59,1,0,3.472972972972973,5.0,2.5,75.48648648648648,765,3,3.53125,4.5,2.5,108.625,765,3,2.5,24.0,68,0.0625,77580,348547,1463633,3661,42.0,1.4396108735731379,5.20934893703081,6.877900812300466,0.8539944903581268,-10.638297872340425
